date,REV_GG_TAX_TOTAL,REV_CG_TOTAL,EXP_CG_TOTAL,EXP_GG_SA_TOTAL,REV_GG_SA_TOTAL,IFO_BIZCLIMATE,GDP_DEFLATOR,GDP_REAL,HICP_TOTAL,IP_TOTAL,RETAIL_TURNOVER,AUTO_SALES,BUND_YIELD_10Y
2008-09-01,48814037000.0,21676401610.0,20142905301.0,93174666666.66667,91281333333.33333,91.16901,82.8,89.32,69.7,109.2,80.9,261384.0,4.25
2008-10-01,34457623000.0,18292149778.0,22920002594.0,,,87.09469,,,69.5,107.1,84.2,258814.0,4.08
2008-11-01,36697629000.0,21323742258.0,22282534330.0,,,84.34383,,,69.1,99.1,81.8,233772.0,3.53
2008-12-01,69157179000.0,38648350790.0,20311220518.0,102768333333.33333,101371333333.33333,80.87865,83.24,89.34,69.4,87.2,95.2,225981.0,3.28
2009-01-01,39045769000.0,17471953944.0,39795988701.0,,,81.72758,,,69.0,79.4,76.0,189385.0,3.65
2009-02-01,37072991000.0,18992166312.0,17819080585.0,,,81.36165,,,69.5,79.1,70.8,277740.0,3.5
2009-03-01,40611987000.0,24202584489.0,20410527655.0,97110000000.0,93687333333.33333,79.69962,83.64,83.88,69.3,89.5,78.5,400965.0,3.43
2009-04-01,35627700000.0,18607315375.0,23648416550.0,,,81.52963,,,69.4,80.3,83.5,379626.0,3.61
2009-05-01,37630119000.0,23055621613.0,18796268251.0,,,82.0349,,,69.3,80.4,78.9,384578.0,3.93
2009-06-01,47285411000.0,24446615337.0,20995247211.0,97301333333.33333,94247333333.33333,83.74546,83.52,83.87,69.6,86.4,74.2,427111.0,3.74
2009-07-01,36456898000.0,21665074003.0,35051165348.0,,,85.10113,,,69.5,86.9,78.7,339976.0,3.66
2009-08-01,33923395000.0,18199124328.0,19909267873.0,,,87.52666,,,69.7,76.9,74.1,275219.0,3.49
2009-09-01,45186301000.0,21355763641.0,22182271896.0,99530000000.0,88863999999.99998,89.29029,84.49,86.06,69.4,94.8,77.2,316166.0,3.49
2009-10-01,32908020000.0,16787833723.0,25374462485.0,,,89.55926,,,69.5,93.8,81.8,321120.0,3.59
2009-11-01,34247747000.0,18324762877.0,26203614292.0,,,90.81518,,,69.3,94.0,78.6,279725.0,3.4
2009-12-01,64884025000.0,34633077577.0,22066902169.0,107665000000.0,98405333333.33333,90.97379,85.02,87.79,70.0,85.1,92.9,215564.0,3.63
2010-01-01,36017595000.0,16497754325.999998,40351782064.0,,,90.66291,,,69.5,80.6,72.2,181189.0,3.46
2010-02-01,36020586000.0,15442091547.000002,20103316087.0,,,90.69185,,,69.8,84.8,71.2,194846.0,3.39
2010-03-01,39124994000.0,22020847914.0,21401298017.0,101047666666.66667,90330666666.66667,92.21626,84.51,85.73,70.2,101.5,83.6,294375.0,3.37
2010-04-01,37199139000.0,20968822000.0,25238055761.0,,,95.54291,,,70.1,91.8,80.1,259414.0,3.27
2010-05-01,38223945000.0,19075564745.0,22148808250.0,,,95.55246,,,70.2,91.0,78.5,249708.0,2.89
2010-06-01,48435505000.0,28383753709.0,26048934784.0,100407333333.33333,96162666666.66667,96.19983,83.83,87.37,70.2,98.5,78.4,289259.0,2.82
2010-07-01,36126510000.0,20731054458.0,32836017008.0,,,98.47659,,,70.4,94.2,81.5,237428.0,2.92
2010-08-01,35142990000.0,17500279513.0,21743039998.0,,,99.76317,,,70.4,88.8,76.3,200885.0,2.27
2010-09-01,45421125000.0,20609377882.0,20821961733.0,110625000000.0,91350666666.66667,100.63886,85.13,89.39,70.3,103.0,78.7,259748.0,2.42
2010-10-01,33882755000.0,18812266852.0,24193295585.0,,,101.77789,,,70.4,102.3,81.7,256775.0,2.73
2010-11-01,35111724000.0,17413436129.0,23118268725.0,,,103.42506,,,70.4,106.1,82.2,262262.0,2.91
2010-12-01,68024338000.0,41838240689.0,25652950319.0,107489000000.0,103185000000.0,102.99511,85.54,91.0,71.3,99.1,94.0,230371.0,3.19
2011-01-01,38011384000.0,17244911679.0,42403922951.0,,,101.64888,,,70.9,91.9,74.6,211056.0,3.36
2011-02-01,39529545000.0,16766720273.000004,21219143717.0,,,102.56747,,,71.3,97.5,73.6,224426.0,3.33
2011-03-01,45589880000.0,24430108984.999996,20291642595.0,102102333333.33333,98132000000.0,102.17987,85.23,89.98,71.8,111.9,81.2,327921.0,3.54
2011-04-01,38465778000.0,21705076634.0,25112926408.0,,,102.22508,,,72.0,97.2,84.0,266251.0,3.45
2011-05-01,42066955000.0,22208116272.0,20411434040.0,,,102.5423,,,71.9,107.5,82.2,304543.0,3.2
2011-06-01,53193819000.0,25624739996.0,20864774943.0,101273000000.0,103117666666.66667,101.91224,85.14,89.75,71.9,98.5,76.8,288382.0,3.16
2011-07-01,39709002000.0,22554898291.0,34981561833.0,,,102.22293,,,72.2,100.2,79.5,260907.0,2.8
2011-08-01,36562389000.0,19375725367.0,21134862618.0,,,99.56772,,,72.2,98.1,79.0,237561.0,2.35
2011-09-01,48749962000.0,22995887911.0,21004620032.0,102094333333.33333,97716000000.0,97.98032,86.22,91.53,72.3,107.8,79.7,280689.0,2.11
2011-10-01,36762560000.0,21128961780.0,23220387380.0,,,97.89708,,,72.4,102.2,81.4,258253.0,2.32
2011-11-01,37797755000.0,19542594331.0,22805909389.99997,,,98.10867,,,72.3,109.9,82.7,269144.0,2.5
2011-12-01,70816786000.0,44942588421.0,22776643337.00003,109218000000.0,108030666666.66667,98.09232,86.61,92.22,72.9,99.1,94.7,244501.0,1.99
2012-01-01,39503921000.0,18162195958.0,42651343993.0,,,98.46726,,,72.5,96.0,75.9,210195.0,1.99
2012-02-01,42252254000.0,17260532693.0,19693909074.0,,,99.29337,,,73.1,100.9,75.1,224318.0,1.97
2012-03-01,48867100000.0,23189874739.0,20327613390.0,103035333333.33333,101317000000.0,99.53169,86.37,91.21,73.4,111.3,84.5,339123.0,1.99
2012-04-01,40171965000.0,22761780429.0,25560459250.0,,,100.10658,,,73.6,96.8,79.8,274066.0,1.8
2012-05-01,40256242000.0,20316401741.0,19024528963.0,,,98.90164,,,73.4,101.0,81.6,289977.0,1.38
2012-06-01,57169002000.0,28050004388.0,20755626010.0,102871000000.0,106019000000.0,96.82687,86.33,90.08,73.3,102.5,80.2,296722.0,1.73
2012-07-01,43134263000.0,24216158498.0,36330439091.0,,,95.54909,,,73.5,102.2,78.8,247860.0,1.45
2012-08-01,41256651000.0,21161132795.0,20543259603.0,,,95.04164,,,73.8,97.7,79.1,226455.0,1.46
2012-09-01,50779226000.0,24069868361.0,20528274560.0,103834000000.0,102497000000.0,94.80102,87.55,91.59,73.8,100.7,77.3,250082.0,1.54
2012-10-01,37665160000.0,21396647942.0,32682369061.0,,,94.69584,,,73.8,106.0,82.7,259529.0,1.6
2012-11-01,37980412000.0,19492102298.0,23461954179.0,,,94.04039,,,73.7,106.8,82.9,259846.0,1.47
2012-12-01,72748753000.0,43879261942.0,25215391542.0,111095333333.33333,110495666666.66667,95.39269,87.88,92.23,74.4,90.5,91.3,204331.0,1.38
2013-01-01,40204096000.0,17690324226.0,37510036012.0,,,96.35387,,,73.9,95.0,77.5,192090.0,1.65
2013-02-01,43187625000.0,17987922970.0,21976769706.0,,,97.3136,,,74.4,95.3,72.5,200683.0,1.52
2013-03-01,51668859000.0,24773456226.0,20285600226.0,105604333333.33333,103187333333.33333,97.59279,88.28,89.82,74.8,103.3,81.7,281184.0,1.32
2013-04-01,40351008000.0,22824650685.0,24888263961.0,,,95.99676,,,74.4,103.7,82.1,284444.0,1.26
2013-05-01,42448762000.0,20626306344.0,24208019407.0,,,97.11952,,,74.6,96.6,81.9,261316.0,1.51
2013-06-01,59650249000.0,28336007244.000015,21818141996.0,106093333333.33333,110577333333.33333,96.47807,88.15,91.23,74.6,102.3,78.0,282913.0,1.76
2013-07-01,43957775000.0,24082595930.999985,35097812512.0,,,98.00552,,,75.0,103.7,81.6,253146.0,1.76
2013-08-01,40252599000.0,19981094765.0,21017473034.0,,,98.64758,,,75.0,94.8,79.3,214044.0,1.94
2013-09-01,54747684000.0,25782267682.0,21493663262.0,106372333333.33333,104799333333.33333,98.97965,89.17,92.88,74.9,105.0,77.2,247199.0,1.82
2013-10-01,39051236000.0,21683074124.0,32403024840.0,,,98.86939,,,74.7,107.7,82.5,265441.0,1.75
2013-11-01,39479267000.0,21254492538.0,26266008191.0,,,99.55398,,,74.9,107.7,84.1,254651.0,1.82
2013-12-01,75248385875.686,40429923568.0,20878098966.0,113463333333.33333,114140000000.0,100.35898,89.47,93.44,75.3,95.4,91.4,215320.0,2.11
2014-01-01,41518057886.062004,18235212841.0,38483544781.0,,,101.40625,,,74.7,97.4,78.3,205996.0,1.73
2014-02-01,43159346810.981995,17318878506.0,21223830465.0,,,101.31098,,,75.2,99.7,74.1,209349.0,1.67
2014-03-01,55357594217.725,27612066108.0,20411127633.0,107519666666.66667,108141666666.66667,101.22048,89.83,92.94,75.4,107.2,81.6,296408.0,1.65
2014-04-01,41340934264.575,21730145501.0,22948528566.0,,,102.13797,,,75.2,101.9,84.8,274097.0,1.61
2014-05-01,39616870577.387,18603552774.0,24524424703.0,,,100.12083,,,75.1,100.3,83.3,274804.0,1.42
2014-06-01,63459875557.115005,30547935187.0,22455714028.0,108050666666.66667,112999333333.33333,99.74466,90.09,92.61,75.3,100.0,77.9,277614.0,1.31
2014-07-01,45404018068.407,25021626497.0,34330801381.0,,,99.472,,,75.5,107.4,81.8,270249.0,1.21
2014-08-01,41742618664.272,21434711283.0,21218717967.0,,,98.31264,,,75.6,89.9,78.2,213092.0,0.95
2014-09-01,57334990463.002,28450687947.0,22212970263.0,108933666666.66667,108611666666.66667,97.67685,90.8,94.78,75.6,109.1,79.1,260062.0,0.99
2014-10-01,40258149570.296,20752494954.0,23303411827.0,,,96.27671,,,75.3,109.2,84.0,275320.0,0.89
2014-11-01,42367516570.623,22693540822.0,22641502512.0,,,96.00316,,,75.3,106.3,82.2,250082.0,0.75
2014-12-01,81478544450.167,42746210811.0,21731052511.0,118273333333.33333,120302000000.0,98.21477,91.1,96.38,75.3,98.5,95.2,229700.0,0.6
2015-01-01,43222582681.781,19565067685.0,38092385334.0,,,98.83951,,,74.4,93.0,80.6,211337.0,0.35
2015-02-01,45730817581.437,17806347449.0,21796075183.0,,,98.78551,,,75.1,98.4,76.2,223254.0,0.33
2015-03-01,57970419607.79301,30639128324.0,21594480166.0,111243333333.33333,112520666666.66667,99.08927,91.34,95.28,75.6,112.9,85.2,323039.0,0.22
2015-04-01,43475692624.222,22090433868.0,23156611448.0,,,100.198,,,76.0,103.2,85.1,291395.0,0.36
2015-05-01,44902852000.0,23379563334.0,19909663666.0,,,100.39525,,,76.2,96.1,84.2,256385.0,0.56
2015-06-01,64776497020.065,34391791257.0,22894944693.0,112361666666.66667,117431333333.33333,100.12045,91.72,94.78,76.2,109.2,84.0,313539.0,0.86
2015-07-01,49328252445.059,27070973854.0,33319699770.0,,,99.65673,,,76.5,109.2,87.3,290196.0,0.68
2015-08-01,44611142968.941,21972041535.0,21819563768.0,,,100.56842,,,76.4,92.9,81.5,226314.0,0.71
2015-09-01,59367424180.768,29251150144.0,26304666467.0,111353666666.66667,113415333333.33333,100.08406,92.44,97.11,76.2,110.1,83.4,272479.0,0.61
2015-10-01,41020778774.183,21706886954.0,23170029823.0,,,100.61026,,,76.2,110.3,87.9,278372.0,0.51
2015-11-01,42915492940.957,19363266177.99997,23843352333.0,,,100.99581,,,75.5,109.9,86.7,272377.0,0.49
2015-12-01,82964781000.0,43818418216.00003,23383634011.0,122805666666.66667,123810000000.0,100.65675,92.61,99.24,75.5,99.4,102.2,247355.0,0.7
2016-01-01,44801411290.427,22149305893.0,38739115045.0,,,99.74787,,,74.7,92.4,81.1,218365.0,0.34
2016-02-01,48017410357.64,20665935986.0,22542524813.0,,,98.70793,,,75.0,103.9,81.9,250146.0,0.11
2016-03-01,62073215860.839005,31806749993.0,22225147176.0,115357000000.0,117448666666.66667,99.14402,92.66,98.0,75.7,109.9,87.5,322913.0,0.13
2016-04-01,46346404000.0,25458211405.0,23250615125.0,,,100.13452,,,75.7,107.5,89.3,315921.0,0.25
2016-05-01,47661060429.19,23536729259.0,21617096559.0,,,99.78493,,,76.2,99.3,86.6,286931.0,0.17
2016-06-01,68088805218.58101,31980324769.0,22286378223.0,116710333333.33333,122585333333.33333,99.96739,92.86,98.82,76.3,113.0,86.2,339563.0,-0.14
2016-07-01,48366831870.065,25598006047.0,33393901539.0,,,99.97848,,,76.7,99.8,86.0,278866.0,-0.15
2016-08-01,44823894736.139,22070879314.0,23396405806.0,,,99.62048,,,76.6,100.7,85.0,245076.0,-0.16
2016-09-01,62333355158.352005,29887927731.0,24233162050.0,118284333333.33333,117980333333.33333,100.83268,93.44,99.33,76.6,111.8,84.6,298002.0,-0.21
2016-10-01,44387747516.141,21078952299.0,23391085515.0,,,101.27626,,,76.7,103.9,88.0,262724.0,0.13
2016-11-01,44032786831.441,22411663663.0,26952415025.0,,,101.58235,,,76.0,113.8,90.6,276567.0,0.2
2016-12-01,87376211220.444,40184563058.0,28553325810.0,126067000000.0,130483333333.33333,100.95492,93.79,100.86,76.7,100.9,104.6,256533.0,0.22
2017-01-01,46576367644.058,25427426101.0,39100413716.0,,,101.33622,,,76.0,98.8,84.1,241399.0,0.46
2017-02-01,52018602938.449005,24389228160.0,23056067125.0,,,101.26746,,,76.6,100.9,80.7,243602.0,0.18
2017-03-01,66757030934.324,31748728028.0,22250387541.0,119501666666.66667,123365333333.33333,101.88207,93.78,100.91,76.8,119.1,92.4,359683.0,0.33
2017-04-01,49017806498.850006,25272867703.0,25313573239.0,,,103.71252,,,77.2,98.8,90.3,290697.0,0.34
2017-05-01,48351868090.940994,23067321233.0,23708979575.999985,,,102.68949,,,77.2,109.8,92.4,323952.0,0.33
2017-06-01,63665990133.156,26325013890.0,24195055320.000015,123179333333.33333,127679333333.33333,102.65549,94.13,100.03,77.5,108.7,88.8,327693.0,0.48
2017-07-01,52838864705.773,27421555832.0,34429072346.0,,,103.79154,,,78.0,103.7,88.6,283080.0,0.55
2017-08-01,47884494774.03,23092148213.0,27251726883.0,,,103.59712,,,78.1,105.3,87.4,253679.0,0.35
2017-09-01,65199701874.748,30604409921.0,24484356211.0,120209333333.33333,123210666666.66667,103.87683,94.96,102.0,78.1,112.2,88.7,288035.0,0.46
2017-10-01,44597205632.368996,22883182953.0,26180475679.99997,,,104.3254,,,77.9,106.1,87.5,272855.0,0.41
2017-11-01,46997068129.099,21930876338.0,28252548805.00003,,,104.94533,,,77.4,120.1,95.0,302636.0,0.42
2017-12-01,90693234002.151,48237898064.0,27157796281.0,131960333333.33333,135452333333.33333,104.71891,95.36,103.9,77.9,104.0,105.1,253950.0,0.48
2018-01-01,47874176776.230995,22513509641.0,38651141241.0,,,105.00805,,,77.1,105.1,86.2,269429.0,0.69
2018-02-01,56241135241.973,25873876382.0,24252670341.0,,,104.04013,,,77.5,103.4,81.9,261749.0,0.7
2018-03-01,67995287320.00101,33068586437.0,22863979033.0,121929333333.33333,128243333333.33333,103.91122,95.41,102.24,78.1,115.9,94.7,347433.0,0.53
2018-04-01,50926608634.838,26310694364.0,26034661111.0,,,103.51589,,,78.2,107.8,92.1,314055.0,0.6
2018-05-01,51620796993.721,25393688990.000015,24308548274.0,,,102.8513,,,79.0,106.6,92.0,305057.0,0.44
2018-06-01,75554855282.959,36165281763.999985,22903000000.0,124440000000.0,135106333333.33333,101.61945,95.7,101.95,79.1,114.7,92.6,341308.0,0.38
2018-07-01,54357999438.822,26875362422.0,34228000000.0,,,101.63907,,,79.7,108.1,90.3,317848.0,0.43
2018-08-01,49871605430.645,25185159730.0,28943491879.0,,,103.72674,,,79.7,105.0,89.6,316405.0,0.35
2018-09-01,68972354323.54001,32056208526.0,25145560167.0,125494666666.66667,128807000000.0,103.75404,96.63,101.88,79.8,107.8,86.5,200134.0,0.49
2018-10-01,48717955797.496,22590872109.0,27853328790.0,,,102.84449,,,79.9,113.6,93.4,252628.0,0.4
2018-11-01,48466344406.911,24558777666.0,29207763806.0,,,102.2842,,,79.0,115.0,97.4,272674.0,0.33
2018-12-01,92976552337.56299,46993575102.0,32318300698.0,139245333333.33334,140508333333.33334,101.17816,97.6,104.01,79.1,97.3,104.2,237058.0,0.25
2019-01-01,49003863804.342,20728000000.0,40345000000.0,,,99.55645,,,78.4,102.9,89.8,265702.0,0.14
2019-02-01,55323587451.237,21856000000.0,24585000000.0,,,98.70075,,,78.8,103.6,86.1,268867.0,0.15
2019-03-01,70888065817.803,35817000000.0,23440000000.0,127053333333.33333,132616333333.33333,99.90695,97.37,103.49,79.1,112.2,93.8,345523.0,-0.07
2019-04-01,52272074755.559,28121000000.0,27001000000.0,,,100.69853,,,79.9,105.0,97.8,310715.0,0.03
2019-05-01,52396076677.672,25441000000.0,25319000000.0,,,98.34,,,80.1,109.1,95.9,332962.0,-0.2
2019-06-01,80664839146.706,37965000000.0,31824000000.0,131211333333.33333,140069333333.33334,96.77644,97.71,101.97,80.4,99.4,91.6,325231.0,-0.31
2019-07-01,53498477899.963,26837000000.0,28024000000.0,,,95.47455,,,80.7,108.0,95.7,332788.0,-0.43
2019-08-01,52670160822.283,25497000000.0,30439000000.0,,,94.09315,,,80.6,97.0,92.8,313748.0,-0.71
2019-09-01,72851798348.74501,33468000000.0,25452000000.0,133377666666.66667,133830000000.0,94.76661,98.56,104.35,80.5,107.4,89.7,244622.0,-0.57
2019-10-01,49839078008.165,24414000000.0,27556000000.0,,,94.90863,,,80.6,108.8,95.4,284593.0,-0.42
2019-11-01,51115032784.743004,26044000000.0,29430000000.0,,,95.2752,,,79.9,108.6,100.4,299127.0,-0.37
2019-12-01,95346356263.518,50304000000.0,29771000000.0,145229333333.33334,146005666666.66666,96.50823,99.44,105.11,80.4,93.9,106.6,283380.0,-0.19
2020-01-01,52767813854.52699,20487000000.0,40480000000.0,,,96.0862,,,79.7,99.0,91.8,246300.0,-0.42
2020-02-01,58947525969.038,27121000000.0,25421000000.0,,,95.98363,,,80.1,101.2,91.7,239943.0,-0.61
2020-03-01,69634665826.38899,37841000000.0,26407000000.0,135470666666.66667,136531666666.66667,86.2792,99.76,102.09,80.2,103.5,95.5,215119.0,-0.47
2020-04-01,39030259553.96001,19531000000.0,42403000000.0,,,75.06588,,,80.6,73.4,93.1,120840.0,-0.5
2020-05-01,41986612611.873,13998000000.0,28551000000.0,,,79.54302,,,80.5,78.9,101.3,168148.0,-0.41
2020-06-01,65343053778.19299,30304000000.0,36875000000.0,148073333333.33334,129289333333.33333,85.2927,100.56,92.08,81.0,93.4,98.5,220272.0,-0.5
2020-07-01,53343940472.346,25830000000.0,34717000000.0,,,89.38788,,,80.6,97.0,101.7,314938.0,-0.57
2020-08-01,51442792117.33,21469000000.0,32118000000.0,,,92.03144,,,80.5,84.6,96.5,251044.0,-0.4
2020-09-01,63520830523.022,26720000000.0,28844000000.0,145523000000.0,127890333333.33333,93.46612,99.39,101.62,80.2,102.9,97.6,265227.0,-0.56
2020-10-01,45453730381.708,22025000000.0,38612000000.0,,,92.92425,,,80.2,105.9,105.4,274303.0,-0.63
2020-11-01,47544929495.601,18663000000.0,63174000000.0,,,91.61968,,,79.4,108.8,107.8,290150.0,-0.59
2020-12-01,93335437407.791,47096000000.0,44196000000.0,158861000000.0,143839666666.66666,93.19505,100.35,104.2,79.9,97.4,113.7,311394.0,-0.57
2021-01-01,47015445219.614,17147000000.0,54218000000.0,,,90.70341,,,81.0,90.3,82.9,169754.0,-0.54
2021-02-01,54674465690.381,20519000000.0,35477000000.0,,,92.72714,,,81.4,97.5,85.0,194349.0,-0.27
2021-03-01,70284097537.182,30400000000.0,39857000000.0,148784000000.0,136832666666.66667,96.20243,101.18,101.45,81.8,115.5,108.3,292349.0,-0.27
2021-04-01,51471448387.382996,24832000000.0,33981000000.0,,,96.0527,,,82.2,100.5,97.3,229650.0,-0.21
2021-05-01,50011704466.652,20403000000.0,37772000000.0,,,98.25246,,,82.4,95.4,99.3,230635.0,-0.17
2021-06-01,73759270292.147,33687000000.0,44284000000.0,152667000000.0,140819333333.33334,100.90604,101.18,102.07,82.7,103.1,105.1,274152.0,-0.23
2021-07-01,60023244304.675995,29381000000.0,37599000000.0,,,100.72011,,,83.2,99.2,101.9,236393.0,-0.48
2021-08-01,55676197199.903,23590000000.0,34173000000.0,,,100.07229,,,83.3,88.3,96.3,193307.0,-0.46
2021-09-01,78211039721.745,33112000000.0,49058000000.0,151285666666.66666,143122666666.66666,100.04516,103.44,103.6,83.4,101.5,96.9,196972.0,-0.24
2021-10-01,53424915250.081,22148000000.0,34921000000.0,,,98.75839,,,84.0,101.0,102.2,178683.0,-0.14
2021-11-01,54867212259.76,22047000000.0,43515000000.0,,,97.20301,,,84.1,108.3,109.4,198258.0,-0.4
2021-12-01,111534438265.309,63751000000.0,111762000000.0,169203000000.0,162288333333.33334,95.34172,104.87,105.2,84.4,99.5,115.4,227630.0,-0.24
2022-01-01,57559081334.781,22840000000.0,45403000000.0,,,96.19685,,,85.1,92.9,94.6,184112.0,-0.08
2022-02-01,63163086853.155,28213000000.0,34393000000.0,,,98.57212,,,85.9,99.1,93.2,200512.0,0.15
2022-03-01,82407750153.79,36338000000.0,35994000000.0,149460000000.0,149558000000.0,90.0128,106.65,103.83,88.0,109.6,105.7,241330.0,0.57
2022-04-01,56555106282.597,27228000000.0,39536000000.0,,,91.28505,,,88.7,93.9,102.2,180264.0,0.82
2022-05-01,54992423586.256,24165000000.0,35865000000.0,,,92.25174,,,89.6,101.1,102.2,207199.0,1.08
2022-06-01,93192818903.037,36779000000.0,36494000000.0,152697333333.33334,153744000000.0,91.99343,108.59,101.72,89.6,100.7,97.5,224558.0,1.45
2022-07-01,60179050477.413994,27818000000.0,41490000000.0,,,88.64613,,,90.2,95.0,98.4,205911.0,0.91
2022-08-01,54211817133.712,24412000000.0,44814000000.0,,,89.14498,,,90.6,93.5,95.3,199183.0,1.52
2022-09-01,71160777816.015,28865000000.0,33510000000.0,160584333333.33334,150245666666.66666,85.68895,109.44,103.24,92.6,106.8,96.7,224816.0,2.12
2022-10-01,56673347197.953,26674000000.0,38854000000.0,,,85.29173,,,93.7,96.6,96.8,208642.0,2.19
2022-11-01,55945159006.619995,28020000000.0,39751000000.0,,,86.83078,,,93.6,108.8,105.1,260512.0,1.94
2022-12-01,108845845888.37001,53301000000.0,54584000000.0,183661000000.0,167475666666.66666,89.23251,112.4,104.98,92.5,96.8,109.7,314318.0,2.53
2023-01-01,58033703336.011,24299000000.0,52501000000.0,,,90.52737,,,93.0,94.2,90.0,179247.0,2.28
2023-02-01,60556682417.4,28147000000.0,30617000000.0,,,91.06641,,,93.9,98.1,86.4,206210.0,2.65
2023-03-01,81174049873.80501,36040000000.0,35424000000.0,159730666666.66666,151860333333.33334,92.70203,114.39,104.54,94.8,113.8,99.8,281361.0,2.35
2023-04-01,53953414170.68,26457000000.0,38656000000.0,,,92.94896,,,95.3,90.9,93.6,202947.0,2.35
2023-05-01,59647997795.54,27039000000.0,32580000000.0,,,90.88814,,,95.2,98.1,98.4,246966.0,2.28
2023-06-01,86391449825.73,39390000000.0,39376000000.0,164082333333.33334,159628666666.66666,88.20831,116.08,102.48,95.6,102.4,98.0,280139.0,2.43
2023-07-01,69269330281.084,34268000000.0,33915000000.0,,,87.33768,,,96.1,92.1,95.8,243277.0,2.52
2023-08-01,58854892546.53,27285000000.0,38863000000.0,,,85.81797,,,96.4,91.2,93.1,273417.0,2.51
2023-09-01,80597387265.59999,35869000000.0,34469000000.0,167709000000.0,157185000000.0,86.18113,116.78,104.28,96.5,98.1,92.6,224502.0,2.87
2023-10-01,56324362058.505,24587000000.0,35191000000.0,,,86.92156,,,96.4,95.9,96.0,218959.0,2.8
2023-11-01,55987836764.229996,29059000000.0,41045000000.0,,,87.25471,,,95.8,103.6,103.6,245701.0,2.45
2023-12-01,108983157761.90599,59789000000.0,44492000000.0,185622333333.33334,173387333333.33334,86.81159,119.12,105.37,95.9,88.8,105.9,241883.0,2.06
2024-01-01,61274108498.337,26919000000.0,46380000000.0,,,85.66198,,,95.8,90.7,89.3,213553.0,2.24
2024-02-01,64149862826.45,33407000000.0,33856000000.0,,,85.83137,,,96.4,95.7,88.7,217388.0,2.51
2024-03-01,77550543234.10701,34515000000.0,32996000000.0,168847666666.66666,158971333333.33334,87.79893,118.79,104.44,97.0,96.8,99.0,263844.0,2.33
2024-04-01,58136060670.99,30341000000.0,36351000000.0,,,89.12545,,,97.6,97.2,97.1,243102.0,2.56
2024-05-01,61173090235.39,28979000000.0,33626000000.0,,,88.84783,,,97.8,88.0,97.6,236425.0,2.71
2024-06-01,91724300489.8,42258000000.0,36782000000.0,173395666666.66666,167163666666.66666,88.2203,120.03,102.48,98.0,93.9,94.3,297329.0,2.49
2024-07-01,63814352306.665,33448000000.0,42561000000.0,,,86.90058,,,98.5,93.6,98.5,238263.0,2.35
2024-08-01,61976006199.512,29688000000.0,37035000000.0,,,86.50963,,,98.4,85.1,96.0,197322.0,2.3
2024-09-01,86172835989.756,41625000000.0,34118000000.0,176339666666.66666,164395666666.66666,85.48633,120.05,104.38,98.3,94.0,94.2,208848.0,2.21
2024-10-01,60920786425.038,30889000000.0,38019000000.0,,,86.43099,,,98.7,95.2,101.5,231992.0,2.46
2024-11-01,61032044151.45,34233000000.0,45070000000.0,,,85.62464,,,98.1,97.2,107.5,244544.0,2.15
2024-12-01,113186789471.845,74340000000.0,48876000000.0,194656000000.0,184276666666.66666,84.90726,122.01,105.33,98.7,84.4,108.3,224721.0,2.43
2025-01-01,66758101800.47,30017000000.0,48670000000.0,,,85.45461,,,98.47,88.3,93.7,207640.0,2.51
2025-02-01,69337443034.2,33532000000.0,36307000000.0,,,85.29033,,,98.95,90.3,89.3,203434.0,2.42
2025-03-01,86163371152.23,42264000000.0,37718000000.0,176429000000.00003,170047333333.33334,86.80569,122.02,104.37,99.32,100.0,101.0,253497.0,2.75
2025-04-01,64080603761.759995,30209000000.0,36832000000.0,,,86.92286,,,99.8,91.5,102.9,242728.0,2.52
2025-05-01,62779651548.374,29545000000.0,38797000000.0,,,87.4136,,,99.88,91.5,102.9,239297.0,2.59
2025-06-01,98451182132.819,45615000000.0,35819000000.0,181926999999.99997,178112000000.0,88.33286,123.69,102.74,99.97,90.3,97.2,256193.0,2.65
2025-07-01,65737005528.173996,32315000000.0,42933000000.0,,,88.46047,,,100.35,94.6,102.5,264802.0,2.75
2025-08-01,63238965023.987,29673000000.0,41884000000.0,,,88.84536,,,100.42,79.4,94.9,207229.0,2.76
2025-09-01,88433324085.0,38962000000.0,43403000000.0,186276000000.0,173657333333.33334,87.61444,123.76,105.03,100.65,97.1,97.6,235528.0,2.78
2025-10-01,61220500057.472,26670000000.0,43242000000.0,,,88.35889,,,100.95,95.6,103.8,250133.0,2.71
2025-11-01,60242385910.521996,30323000000.0,36917000000.0,,,87.95386,,,100.56,96.5,105.9,250671.0,2.77
2025-12-01,115418229808.844,58798000000.0,50756000000.0,209563666666.66666,191174000000.0,87.60354,125.93,106.01,100.67,86.9,113.8,246439.0,2.94
2026-01-01,64496544676.96,26484000000.0,54774000000.0,,,87.63192,,,100.56,84.3,94.8,193981.0,2.92
2026-02-01,70453453457.41101,32956000000.0,38346000000.0,,,88.50377,,,100.94,88.9,90.1,211262.0,2.76
2026-03-01,89269262401.8,38514000000.0,36698000000.0,186981333333.33334,174859333333.33334,86.3488,125.34,105.35,102.1,100.8,104.0,294161.0,3.1
2026-04-01,60951629983.367004,29392000000.0,38552000000.0,,,84.47484,,,102.66,90.5,100.6,249163.0,3.18
2026-05-01,67907334094.13999,35329000000.0,36290000000.0,,,84.97767,,,102.54,84.6,99.9,239448.0,3.04
